Binol,Ligand,R,S
12,1034,45.0,55.0
12,1054,50.0,50.0
13,1060,30.0,70.0
2,1115,25.0,75.0
35,1060,41.0,59.0
35,1075,65.0,35.0
36,1034,48.0,52.0
1,1067,99.0,1.0
1,1070,95.0,5.0
1,1077,87.0,13.0
52,1060,14.0,86.0
55,1060,49.0,51.0
55,1113,45.0,55.0
56,1067,60.0,40.0
56,1115,48.0,52.0
56,1114,47.0,53.0
56,1077,59.0,41.0
56,1119,53.0,47.0
57,1112,55.0,45.0
57,1067,97.0,3.0
57,1113,40.0,60.0
57,1002,72.0,28.0
57,1115,48.0,52.0
57,1052,39.0,61.0
57,1029,38.0,62.0
57,1096,44.0,56.0
57,1114,48.0,52.0
57,1047,64.0,36.0
57,1006,54.0,46.0
57,1050,52.0,48.0
57,1105,55.0,45.0
57,1110,50.0,50.0
57,1124,50.0,50.0
57,1155,52.0,48.0
57,1164,50.0,50.0
57,1167,50.0,50.0
57,1070,92.0,8.0
57,1077,95.0,5.0
57,1119,52.0,48.0
6,1048,35.0,65.0
6,1071,8.0,92.0
6,1114,48.0,52.0
6,1068,9.0,91.0
6,1078,55.0,45.0
9,1164,50.0,50.0
10,1071,2.0,98.0
10,1115,48.0,52.0
10,1114,46.0,54.0
10,1010,45.0,55.0
10,1164,50.0,50.0
12,1115,45.0,55.0
12,1031,48.0,52.0
12,1009,42.0,58.0
12,1102,45.0,55.0
12,1010,40.0,60.0
12,1150,49.0,51.0
12,1059,42.0,58.0
1,1002,88.0,12.0
1,1068,10.0,90.0
1,1078,46.0,54.0
1,1112,57.0,43.0
1,1053,44.0,56.0
1,1117,41.0,59.0
1,1088,50.0,50.0
1,1048,31.0,69.0
1,1092,27.0,73.0
1,1046,66.0,34.0
55,1067,81.0,19.0
55,1068,16.0,84.0
55,1114,47.0,53.0
55,1112,54.0,46.0
55,1002,59.0,41.0
55,1078,45.0,55.0
55,1077,71.0,29.0
56,1068,29.0,71.0
56,1112,51.0,49.0
56,1002,61.0,39.0
56,1048,47.0,53.0
56,1078,47.0,53.0
57,1078,41.0,59.0
57,1068,7.0,93.0
57,1048,27.0,73.0
57,1053,47.0,53.0
57,1046,63.0,37.0
6,1002,78.0,22.0
6,1067,92.0,8.0
6,1053,43.0,57.0
6,1112,54.0,46.0
6,1029,40.0,60.0
6,1077,88.0,12.0
6,1108,44.0,56.0
8,1067,84.0,16.0
8,1002,66.0,34.0
9,1068,11.0,89.0
9,1114,46.0,54.0
9,1053,46.0,54.0
9,1078,45.0,55.0
9,1067,89.0,11.0
44,1078,48.0,52.0
44,1068,13.0,87.0
10,1078,43.0,57.0
10,1067,99.0,1.0
10,1077,92.0,8.0
10,1002,63.0,37.0
10,1112,60.0,40.0
10,1068,17.0,83.0
1,1071,2.0,98.0
1,1022,75.0,25.0
1,1118,45.0,55.0
14,1067,95.0,5.0
55,1048,40.0,60.0
55,1071,26.0,74.0
55,1117,46.0,54.0
55,1092,45.0,55.0
56,1071,35.0,65.0
56,1092,46.0,54.0
57,1071,4.0,96.0
57,1092,26.0,74.0
57,1116,57.0,43.0
57,1117,48.0,52.0
57,1118,47.0,53.0
57,1027,32.0,68.0
57,1058,46.0,54.0
57,1022,82.0,18.0
57,1072,2.0,98.0
57,1043,54.0,46.0
57,1007,47.0,53.0
57,1051,45.0,55.0
57,1076,35.0,65.0
57,1042,55.0,45.0
6,1092,37.0,63.0
6,1058,47.0,53.0
6,1117,43.0,57.0
6,1116,54.0,46.0
6,1118,49.0,51.0
6,1022,85.0,15.0
6,1027,25.0,75.0
6,1042,53.0,47.0
6,1007,44.0,56.0
6,1043,53.0,47.0
6,1063,45.0,55.0
9,1002,75.0,25.0
9,1048,16.0,84.0
9,1071,9.0,91.0
9,1092,40.0,60.0
9,1118,48.0,52.0
9,1117,46.0,54.0
9,1138,52.0,48.0
10,1092,14.0,86.0
10,1048,17.0,83.0
10,1117,48.0,52.0
10,1116,56.0,44.0
10,1022,68.0,32.0
12,1002,85.0,15.0
12,1071,2.0,98.0
1,1001,10.0,90.0
1,1131,55.0,45.0
51,1037,51.0,49.0
52,1071,1.0,99.0
52,1026,46.0,54.0
52,1130,44.0,56.0
53,1062,50.0,50.0
54,1137,44.0,56.0
54,1172,50.0,50.0
54,1066,50.0,50.0
54,1082,56.0,44.0
17,1045,54.0,46.0
60,1134,43.0,57.0
60,1080,36.0,64.0
21,1175,49.0,51.0
23,1022,71.0,29.0
23,1141,50.0,50.0
23,1177,50.0,50.0
64,1104,37.0,63.0
64,1021,38.0,62.0
64,1160,50.0,50.0
64,1132,52.0,48.0
72,1067,55.0,45.0
72,1002,68.0,32.0
72,1092,48.0,52.0
72,1071,46.0,54.0
72,1155,49.0,51.0
72,1027,42.0,58.0
72,1075,58.0,42.0
71,1079,46.0,54.0
71,1111,44.0,56.0
71,1030,70.0,30.0
70,1001,29.0,71.0
70,1038,50.0,50.0
70,1165,49.0,51.0
70,1081,76.0,24.0
67,1135,38.0,62.0
67,1087,45.0,55.0
65,1041,26.0,74.0
65,1103,46.0,54.0
55,1022,66.0,34.0
56,1022,65.0,35.0
9,1027,30.0,70.0
12,1027,31.0,69.0
2,1071,1.0,99.0
2,1027,15.0,85.0
3,1092,16.0,84.0
4,1027,16.0,84.0
63,1061,50.0,50.0
73,1107,53.0,47.0
1,1003,13.0,87.0
1,1004,32.0,68.0
52,1001,10.0,90.0
52,1022,94.0,6.0
52,1067,99.0,1.0
52,1113,36.0,64.0
52,1092,4.0,96.0
52,1025,9.0,91.0
52,1155,50.0,50.0
52,1004,32.0,68.0
52,1077,94.0,6.0
52,1078,47.0,53.0
52,1080,34.0,66.0
52,1027,9.0,91.0
52,1075,59.0,41.0
14,1036,75.0,25.0
53,1067,52.0,48.0
53,1012,62.0,38.0
54,1067,50.0,50.0
54,1002,52.0,48.0
54,1049,58.0,42.0
54,1077,54.0,46.0
54,1098,49.0,51.0
17,1067,60.0,40.0
17,1077,56.0,44.0
60,1067,68.0,32.0
60,1099,33.0,67.0
60,1077,58.0,42.0
72,1070,51.0,49.0
72,1077,51.0,49.0
72,1078,50.0,50.0
71,1067,57.0,43.0
71,1014,49.0,51.0
70,1067,57.0,43.0
65,1060,24.0,76.0
65,1067,50.0,50.0
65,1031,14.0,86.0
65,1149,50.0,50.0
65,1178,50.0,50.0
65,1077,50.0,50.0
65,1059,30.0,70.0
12,1022,87.0,13.0
3,1001,5.0,95.0
4,1092,6.0,94.0
63,1067,58.0,42.0
63,1077,62.0,38.0
1,1072,2.0,98.0
1,1025,18.0,82.0
1,1006,59.0,41.0
52,1002,81.0,19.0
52,1046,95.0,5.0
52,1031,27.0,73.0
52,1041,41.0,59.0
52,1044,51.0,49.0
52,1049,77.0,23.0
52,1070,73.0,27.0
52,1068,1.0,99.0
52,1059,44.0,56.0
14,1022,91.0,9.0
14,1092,7.0,93.0
54,1070,54.0,46.0
60,1022,76.0,24.0
60,1092,18.0,82.0
60,1025,20.0,80.0
60,1071,2.0,98.0
60,1117,49.0,51.0
60,1046,87.0,13.0
60,1026,42.0,58.0
60,1031,22.0,78.0
60,1009,35.0,65.0
60,1079,16.0,84.0
60,1034,30.0,70.0
60,1041,44.0,56.0
60,1049,61.0,39.0
60,1004,21.0,78.0
60,1070,61.0,39.0
60,1078,50.0,50.0
60,1059,17.0,83.0
72,1113,40.0,60.0
72,1031,14.0,86.0
72,1009,23.0,77.0
70,1022,76.0,24.0
70,1070,54.0,46.0
70,1077,52.0,48.0
70,1078,50.0,50.0
55,1070,59.0,41.0
56,1004,45.0,55.0
56,1070,60.0,40.0
6,1004,33.0,67.0
44,1048,39.0,61.0
12,1078,50.0,50.0
4,1113,35.0,65.0
4,1077,91.0,9.0
63,1031,20.0,80.0
63,1078,50.0,50.0
1,1005,77.0,23.0
1,1116,57.0,43.0
1,1029,37.0,63.0
1,1069,96.0,4.0
1,1026,50.0,50.0
1,1013,47.0,53.0
1,1094,33.0,67.0
52,1112,88.0,12.0
52,1048,6.0,94.0
52,1115,8.0,92.0
52,1116,84.0,16.0
52,1131,50.0,50.0
52,1010,37.0,63.0
52,1108,39.0,61.0
52,1013,36.0,64.0
52,1119,62.0,38.0
52,1120,42.0,58.0
52,1005,96.0,4.0
14,1046,94.0,6.0
14,1070,87.0,13.0
14,1077,90.0,10.0
14,1078,50.0,50.0
54,1078,50.0,50.0
60,1006,55.0,45.0
60,1054,30.0,70.0
60,1108,42.0,58.0
60,1018,48.0,52.0
60,1058,41.0,59.0
60,1030,64.0,36.0
60,1005,96.0,4.0
60,1056,38.0,62.0
60,1121,43.0,57.0
60,1075,60.0,40.0
72,1094,41.0,59.0
72,1120,25.0,75.0
70,1059,12.0,88.0
65,1025,28.0,72.0
65,1068,37.0,63.0
65,1078,48.0,52.0
55,1046,65.0,35.0
56,1025,35.0,65.0
57,1025,18.0,82.0
6,1005,88.0,12.0
10,1070,81.0,19.0
10,1005,92.0,8.0
4,1049,74.0,26.0
4,1070,81.0,19.0
63,1046,76.0,24.0
63,1049,69.0,31.0
1,1079,46.0,54.0
1,1103,44.0,56.0
1,1098,55.0,45.0
1,1119,52.0,48.0
1,1132,52.0,48.0
52,1053,38.0,62.0
52,1117,45.0,55.0
52,1114,15.0,85.0
52,1076,35.0,65.0
52,1103,39.0,61.0
52,1098,60.0,40.0
52,1073,50.0,50.0
52,1128,41.0,59.0
52,1129,32.0,68.0
14,1060,31.0,69.0
14,1115,18.0,82.0
14,1079,33.0,67.0
14,1004,23.0,77.0
54,1046,69.0,31.0
60,1001,11.0,89.0
60,1053,43.0,57.0
60,1114,21.0,79.0
60,1076,36.0,64.0
60,1084,9.0,91.0
60,1102,32.0,68.0
60,1013,39.0,61.0
60,1073,42.0,58.0
60,1129,40.0,60.0
64,1113,46.0,54.0
64,1079,38.0,62.0
64,1059,38.0,62.0
72,1001,33.0,67.0
70,1036,80.0,20.0
70,1031,23.0,77.0
70,1079,33.0,67.0
70,1120,30.0,70.0
65,1120,33.0,67.0
65,1081,41.0,59.0
57,1001,14.0,86.0
57,1003,16.0,84.0
57,1049,60.0,40.0
57,1004,25.0,75.0
57,1005,90.0,10.0
10,1001,9.0,91.0
10,1025,14.0,86.0
10,1103,37.0,63.0
4,1068,11.0,89.0
4,1078,42.0,58.0
63,1079,25.0,75.0
63,1068,46.0,54.0
1,1047,62.0,38.0
1,1076,39.0,61.0
1,1007,44.0,56.0
1,1073,52.0,48.0
1,1024,36.0,64.0
1,1130,47.0,53.0
52,1047,86.0,14.0
52,1006,55.0,45.0
52,1009,35.0,65.0
52,1034,39.0,61.0
52,1007,39.0,61.0
52,1024,31.0,69.0
52,1081,60.0,40.0
14,1113,17.0,83.0
14,1044,47.0,53.0
54,1112,71.0,29.0
17,1071,2.0,98.0
17,1079,10.0,90.0
60,1090,76.0,24.0
60,1002,75.0,25.0
60,1116,77.0,23.0
60,1047,74.0,26.0
60,1033,52.0,48.0
60,1135,69.0,31.0
60,1037,43.0,57.0
60,1137,40.0,60.0
60,1089,39.0,61.0
60,1066,50.0,50.0
60,1098,54.0,46.0
60,1130,43.0,57.0
64,1084,29.0,71.0
64,1120,39.0,61.0
64,1080,43.0,57.0
72,1115,20.0,80.0
72,1080,36.0,64.0
67,1071,3.0,97.0
65,1080,38.0,62.0
57,1073,51.0,49.0
6,1076,42.0,58.0
6,1044,47.0,53.0
6,1073,56.0,44.0
10,1027,21.0,79.0
12,1070,71.0,29.0
12,1068,8.0,92.0
2,1092,9.0,91.0
3,1067,99.0,1.0
63,1120,23.0,77.0
63,1005,81.0,29.0
63,1080,37.0,63.0
1,1052,38.0,62.0
1,1061,48.0,52.0
1,1137,46.0,54.0
1,1153,50.0,50.0
1,1015,47.0,53.0
1,1091,36.0,64.0
52,1090,90.0,10.0
52,1050,83.0,17.0
52,1135,65.0,35.0
52,1054,35.0,65.0
52,1099,32.0,68.0
52,1137,49.0,51.0
52,1153,49.0,51.0
52,1109,51.0,49.0
52,1039,40.0,60.0
52,1066,49.0,51.0
14,1049,80.0,20.0
17,1115,6.0,94.0
17,1031,11.0,89.0
17,1009,19.0,81.0
17,1078,49.0,51.0
17,1120,10.0,90.0
17,1059,12.0,88.0
60,1035,49.0,51.0
60,1039,43.0,57.0
64,1092,41.0,59.0
64,1025,40.0,60.0
64,1099,37.0,63.0
64,1081,60.0,40.0
72,1054,37.0,63.0
72,1034,23.0,77.0
70,1092,37.0,63.0
70,1048,33.0,67.0
65,1022,84.0,16.0
65,1112,83.0,17.0
65,1115,5.0,95.0
65,1099,16.0,84.0
65,1009,32.0,68.0
65,1034,17.0,83.0
55,1005,72.0,28.0
6,1052,36.0,64.0
6,1031,42.0,58.0
6,1103,48.0,52.0
6,1120,50.0,50.0
10,1052,39.0,61.0
12,1077,74.0,26.0
12,1005,81.0,19.0
4,1005,97.0,3.0
1,1090,62.0,38.0
1,1028,56.0,44.0
1,1099,48.0,52.0
1,1010,44.0,56.0
1,1108,44.0,56.0
1,1021,41.0,59.0
1,1017,49.0,51.0
1,1080,43.0,57.0
1,1081,56.0,44.0
51,1092,49.0,51.0
52,1118,39.0,61.0
52,1028,63.0,37.0
52,1021,45.0,55.0
52,1154,49.0,51.0
52,1017,49.0,51.0
52,1058,37.0,63.0
52,1121,54.0,46.0
14,1071,2.0,98.0
14,1068,5.0,95.0
60,1028,62.0,38.0
23,1071,16.0,84.0
64,1022,73.0,27.0
64,1050,82.0,18.0
72,1099,35.0,65.0
67,1120,3.0,97.0
65,1002,68.0,32.0
65,1006,55.0,45.0
65,1050,84.0,16.0
65,1026,48.0,52.0
65,1036,72.0,28.0
65,1049,79.0,21.0
65,1070,55.0,45.0
65,1005,86.0,14.0
65,1121,66.0,34.0
65,1014,94.0,6.0
55,1049,50.0,50.0
56,1049,51.0,49.0
6,1050,73.0,27.0
6,1026,49.0,51.0
8,1048,41.0,59.0
9,1022,75.0,25.0
44,1092,30.0,70.0
10,1050,62.0,38.0
12,1048,18.0,82.0
4,1022,93.0,7.0
63,1022,74.0,26.0
63,1099,21.0,79.0
63,1081,82.0,18.0
